Tweet Text,Clean Tweet Text,Label,Tweet ID,Type,Author Name,Author Username,Creation Time,Reply Count,Retweet Count,Quote Count,Like Count,View Count,Bookmark Count,Language,Possibly Sensitive,Source,Hashtags,Tweet URL,Media Type,Media URLs,External URLs
"Prayers don't work to solve #climatechange, especially when a top political party  believes it is a hoax, but when you repeatedly have record flooding and high intensity storms, even those with limited intelligence should be smart enough to know it is real. #HurricaneHelene",prayers dont work to solve climatechange especially when a top political party believes it is a hoax but when you repeatedly have record flooding and high intensity storms even those with limited intelligence should be smart enough to know it is real hurricanehelene,0,1840044648988918169,Tweet,Robb Kidd,robb_kidd,"9/28/2024, 8:03:25 AM",0,0,0,0,78,0,en,No,hashtag,"#climatechange, #HurricaneHelene",https://x.com/robb_kidd/status/1840044648988918169,,,
"To the craven individuals turning #HurricaneHelene into political statements for either side:  Stop it! Millions of peoples lives have been upended again. If you want to make a difference, get your work gloves and go help some senior citizens pull trees off their houses.",to the craven individuals turning hurricanehelene into political statements for either side stop it millions of peoples lives have been upended again if you want to make a difference get your work gloves and go help some senior citizens pull trees off their houses,0,1839719470496948441,Tweet,Lisa LaGeorge,LisaLaGeorge,"9/27/2024, 10:31:16 AM",0,0,0,5,126,0,en,No,hashtag,#HurricaneHelene,https://x.com/LisaLaGeorge/status/1839719470496948441,,,
"I was today years old when I learned about ""HAARP manipulation"" and read up on what HAARP does and my god this conspiracy theory is so utterly stupid. #HurricaneHelene",i was today years old when i learned about haarp manipulation and read up on what haarp does and my god this conspiracy theory is so utterly stupid hurricanehelene,0,1839880865578418491,Tweet,Dr Roberto Quinlan @robertoquinlan.bsky,r_quinla,"9/27/2024, 9:12:36 PM",0,0,0,0,361,0,en,No,hashtag,#HurricaneHelene,https://x.com/r_quinla/status/1839880865578418491,,,
"Am taking a couple hours off from social media. Am safe and supported and just thinking of fellow disabled people going thru #HurricaneHelene Asking for folks to look for news sources on the situation in Tennessee, if you have capacity to do that.",am taking a couple hours off from social media am safe and supported and just thinking of fellow disabled people going thru hurricanehelene asking for folks to look for news sources on the situation in tennessee if you have capacity to do that,0,1839789271185576392,Tweet,The Cyborg Jillian Weise,JillianWeise,"9/27/2024, 3:08:38 PM",0,2,0,10,486,0,en,No,hashtag,#HurricaneHelene,https://x.com/JillianWeise/status/1839789271185576392,,,
"Generators? What brand do y'all recommend. Duke power has no idea when we will be getting our power restored. So tomorrow I'm heading out to @Lowes but no idea which is best?
#HurricaneHelene #PowerOutages",generators what brand do yall recommend duke power has no idea when we will be getting our power restored so tomorrow im heading out to lowes but no idea which is best hurricanehelene poweroutages,1,1839866547080241642,Tweet,SC_SouthernGirl,SCSouthern0922,"9/27/2024, 8:15:42 PM",2,0,0,2,637,1,en,No,hashtag,"#HurricaneHelene, #PowerOutages",https://x.com/SCSouthern0922/status/1839866547080241642,,,
Ohio getting crazy ass storms &amp; power outages! I’m in Columbus and everybody power is out but local businesses and folks with generators. #hurricanehelene is leaving her mark all through this 🌎. Prayers for everyone 🙏🏾💗,ohio getting crazy ass storms amp power outages i’m in columbus and everybody power is out but local businesses and folks with generators hurricanehelene is leaving her mark all through this 🌎 prayers for everyone 🙏🏾💗,1,1839834129312973095,Tweet,NICKI’S LEFT TITTY,5nifThisPINKsht,"9/27/2024, 6:06:53 PM",0,0,0,1,176,0,en,No,hashtag,#hurricanehelene,https://x.com/5nifThisPINKsht/status/1839834129312973095,,,
"Catastrophic failure of a dam, a hospital is destroyed  and patients + staff are stuck on the roof and are having to be flown out, and one section of the interstate has collapsed due to mudslides/flooding - all just northeast of me. This is hard to see. 😔 #HurricaneHelene",catastrophic failure of a dam a hospital is destroyed and patients staff are stuck on the roof and are having to be flown out and one section of the interstate has collapsed due to mudslidesflooding all just northeast of me this is hard to see 😔 hurricanehelene,0,1839756677509230795,Tweet,Jessica,WrassleQueen,"9/27/2024, 12:59:07 PM",0,0,0,5,544,0,en,No,hashtag,#HurricaneHelene,https://x.com/WrassleQueen/status/1839756677509230795,,,
"With I-40 eastbound washed away, and westbound closed for obvious safety concerns near the Tennessee North Carolina border, this is a logistical nightmare that will last months to come.
In the ""gorge"" area, rebuilding will take a VERY long time.
#ncwx #tnwx
#HurricaneHelene",with i40 eastbound washed away and westbound closed for obvious safety concerns near the tennessee north carolina border this is a logistical nightmare that will last months to come in the gorge area rebuilding will take a very long time ncwx tnwx hurricanehelene,0,1839751721024631172,Tweet,DJ Lane,toocool46978,"9/27/2024, 12:39:25 PM",1,5,0,23,2616,0,en,No,hashtag,"#ncwx, #tnwx, #HurricaneHelene",https://x.com/toocool46978/status/1839751721024631172,,,
"The poors are floating in those waters.

#HurricaneHelene",the poors are floating in those waters hurricanehelene,0,1840050710517559329,Tweet,Pessimistic Persimmon,Kenneth33071904,"9/28/2024, 8:27:30 AM",0,0,0,5,190,0,en,No,hashtag,#HurricaneHelene,https://x.com/Kenneth33071904/status/1840050710517559329,,,
"#HurricaneHelene checking in with my folks in SC,FL, NC and GA 🙏🏾🌊✨",hurricanehelene checking in with my folks in scfl nc and ga 🙏🏾🌊✨,0,1840069516065202534,Tweet,Itålÿ Bianca 🧜🏾‍♀️💫,ItalyBianca,"9/28/2024, 9:42:14 AM",1,1,0,1,144,0,en,No,hashtag,#HurricaneHelene,https://x.com/ItalyBianca/status/1840069516065202534,,,
I got power back it’s ONNNN!!!!! Still can’t leave though. People are pissed bc mold is in their house and aren’t allowed on either. #HurricaneHelene,i got power back it’s onnnn still can’t leave though people are pissed bc mold is in their house and aren’t allowed on either hurricanehelene,1,1839813183806087583,Tweet,Brittany Rae,legitbrittFLA,"9/27/2024, 4:43:39 PM",5,0,0,64,1327,1,en,No,hashtag,#HurricaneHelene,https://x.com/legitbrittFLA/status/1839813183806087583,,,
"I'll keep this short.

Yes, I'm safe. 

#HurricaneHelene pretty much came through my area, leaving us with major high wind damage. We'll be without power for days until it's all fixed.

My phone is about to die, so I wanted to get word out that I'm okay. 

Still fuck me I guess",ill keep this short yes im safe hurricanehelene pretty much came through my area leaving us with major high wind damage well be without power for days until its all fixed my phone is about to die so i wanted to get word out that im okay still fuck me i guess,1,1840031338943922419,Tweet,Ashie-Kins~*#BLM,AshleyChan456,"9/28/2024, 7:10:31 AM",3,1,1,7,270,0,en,No,hashtag,#HurricaneHelene,https://x.com/AshleyChan456/status/1840031338943922419,,,
"With all the negative news, here is a positive story from #HurricaneHelene in the Augusta, GA: 

The Lord TRULY provides! A family in my church life group is friends with a man who had only 4 hours left on his ventilator when the power went out, and some people in the group came",with all the negative news here is a positive story from hurricanehelene in the augusta ga the lord truly provides a family in my church life group is friends with a man who had only 4 hours left on his ventilator when the power went out and some people in the group came,0,1839775334419575168,Tweet,Frances Floresca Baldwin,francesanneflo,"9/27/2024, 2:13:15 PM",0,0,0,4,735,0,en,No,hashtag,#HurricaneHelene,https://x.com/francesanneflo/status/1839775334419575168,,,
"Hope everyone was able to stay clear of the path of destruction of #hurricanehelene and got to higher, dry grounds. To those who are still without electricity, keep safe.",hope everyone was able to stay clear of the path of destruction of hurricanehelene and got to higher dry grounds to those who are still without electricity keep safe,0,1839826538268864564,Tweet,Brian Tycangco 鄭彥渊,BrianTycangco,"9/27/2024, 5:36:43 PM",0,0,0,9,1501,0,en,No,hashtag,#hurricanehelene,https://x.com/BrianTycangco/status/1839826538268864564,,,
"praying for all those affected by this tragedy, it’s beyond bad in so many places 🙏🏾 #hurricanehelene",praying for all those affected by this tragedy it’s beyond bad in so many places 🙏🏾 hurricanehelene,0,1839841223885918297,Tweet,like my hundreds blue 🩵,bluethebolter,"9/27/2024, 6:35:05 PM",0,0,0,0,228,0,en,No,hashtag,#hurricanehelene,https://x.com/bluethebolter/status/1839841223885918297,,,
"SATURDAY AFTERNOON UPDATE: As of 3:30 pm, the City of Charlotte Landscape Management has received 453 calls (341 unique requests) for downed trees due to #HurricaneHelene. Contractors are working to clear 110 of those while 120 of the requests are already complete... (1 of 4)",saturday afternoon update as of 330 pm the city of charlotte landscape management has received 453 calls 341 unique requests for downed trees due to hurricanehelene contractors are working to clear 110 of those while 120 of the requests are already complete 1 of 4,0,1840141787215663418,Tweet,City of Charlotte,CLTgov,"9/28/2024, 2:29:24 PM",4,1,0,5,2660,1,en,No,hashtag,#HurricaneHelene,https://x.com/CLTgov/status/1840141787215663418,,,
Thoughts and prayers to everyone who's struggling due to #HurricaneHelene. I'm ok and not as effective but I know others have been effectively pretty bad and tragically. It doesn't hurt to offer to be of service to someone. Whether it's a helping hand or offering a plate of food.,thoughts and prayers to everyone whos struggling due to hurricanehelene im ok and not as effective but i know others have been effectively pretty bad and tragically it doesnt hurt to offer to be of service to someone whether its a helping hand or offering a plate of food,0,1840142285956362418,Tweet,Isaiah Washington,Izabod13I,"9/28/2024, 2:31:23 PM",2,0,0,2,228,0,en,No,hashtag,#HurricaneHelene,https://x.com/Izabod13I/status/1840142285956362418,,,
"Pt.1 #HurricaneHelene #Asheville 

Update from my family:
Everyone is alive and in good health (minus some goats that were washed away during the storm).
They were able to walk to a nearby church that had Starlink and that's how we've been in communication.",pt1 hurricanehelene asheville update from my family everyone is alive and in good health minus some goats that were washed away during the storm they were able to walk to a nearby church that had starlink and thats how weve been in communication,1,1840089244129435799,Tweet,Jailyn Montero WBTV,JailynMontero,"9/28/2024, 11:00:37 AM",1,1,0,2,616,0,en,No,hashtag,"#HurricaneHelene, #Asheville",https://x.com/JailynMontero/status/1840089244129435799,,,
"Please pray for all affected by #HurricaneHelene 

So much devastation",please pray for all affected by hurricanehelene so much devastation,0,1840176175915675899,Tweet,The Rabbit of Caerbannog,NeutronLiam,"9/28/2024, 4:46:03 PM",0,2,0,7,193,0,en,No,hashtag,#HurricaneHelene,https://x.com/NeutronLiam/status/1840176175915675899,,,
"Florida National Guard Brig. Gen. Harlamor: We've rescued 76 adults and 4 children so far since #HurricaneHelene made landfall.  Security, search &amp; rescue and points of distribution operations are ongoing.",florida national guard brig gen harlamor weve rescued 76 adults and 4 children so far since hurricanehelene made landfall security search amp rescue and points of distribution operations are ongoing,0,1839767210639687983,Tweet,TheIntelFrog,TheIntelFrog,"9/27/2024, 1:40:58 PM",0,1,0,12,2953,0,en,No,hashtag,#HurricaneHelene,https://x.com/TheIntelFrog/status/1839767210639687983,,,
"Please keep the people affected by #HurricaneHelene in your prayers. Entire towns being destroyed in some instances. Heartbreaking stuff. And if you weren't heavily affected, COUNT YOUR BLESSINGS.",please keep the people affected by hurricanehelene in your prayers entire towns being destroyed in some instances heartbreaking stuff and if you werent heavily affected count your blessings,0,1840135993812205614,Tweet,Maia Moss-Fife,MaiaMossFife,"9/28/2024, 2:06:23 PM",1,0,0,2,154,0,en,No,hashtag,#HurricaneHelene,https://x.com/MaiaMossFife/status/1840135993812205614,,,
"ICYMI: Search the #Comcast #Xfinity Hotspot Map, type in your zip code, and click on the locations tab on the interactive map for details. The hotspots are free for anyone to utilize. #Asheville #Hendersonville #ChimneyRockNC #BlueRidgeMountains #Helene
#HurricaneHelene",icymi search the comcast xfinity hotspot map type in your zip code and click on the locations tab on the interactive map for details the hotspots are free for anyone to utilize asheville hendersonville chimneyrocknc blueridgemountains helene hurricanehelene,0,1840082374232879359,Tweet,"William E. Lewis, Jr",4BillLewis,"9/28/2024, 10:33:19 AM",0,3,0,4,1011,1,en,No,hashtag,"#Comcast, #Xfinity, #Asheville, #Hendersonville, #ChimneyRockNC, #BlueRidgeMountains, #Helene, #HurricaneHelene",https://x.com/4BillLewis/status/1840082374232879359,,,
"#Crazy to me that #Asheville, #NorthCarolina, #TN, #NC or #FL is Not #Trending in the Top 30 on #X, #AfterHelene?! 🙄

#Whatever...

#NC #HurricaneHelene #Helene #TropicalStormHelene #Tennessee #Florida",crazy to me that asheville northcarolina tn nc or fl is not trending in the top 30 on x afterhelene 🙄 whatever nc hurricanehelene helene tropicalstormhelene tennessee florida,0,1840165284067577900,Tweet,JoAnn @ ESAudio:),musicandpost,"9/28/2024, 4:02:46 PM",1,3,0,6,849,0,en,No,hashtag,"#Crazy, #Asheville, #NorthCarolina, #TN, #NC, #FL, #Trending, #X, #AfterHelene, #Whatever, #NC, #HurricaneHelene, #Helene, #TropicalStormHelene, #Tennessee, #Florida",https://x.com/musicandpost/status/1840165284067577900,,,
The casual cruelty of mocking people who refused to evacuate staggers me. Yes they were foolish but how is this the moment to wag fingers? Shutting up is free. #Helene #HurricaneHelene,the casual cruelty of mocking people who refused to evacuate staggers me yes they were foolish but how is this the moment to wag fingers shutting up is free helene hurricanehelene,0,1840052894055194722,Tweet,Vintorry,peacebang,"9/28/2024, 8:36:11 AM",0,2,0,9,624,0,en,No,hashtag,"#Helene, #HurricaneHelene",https://x.com/peacebang/status/1840052894055194722,,,
"36 Hours After Landfall: 

• Nearly 2 million power restorations.

• 425,444 remaining power outages.

#Florida #HurricaneHelene 🌀",36 hours after landfall • nearly 2 million power restorations • 425444 remaining power outages florida hurricanehelene 🌀,0,1840067177254093086,Tweet,KRYSTAL 🐊 🇺🇸,MsBradsher,"9/28/2024, 9:32:56 AM",0,2,1,8,727,0,en,No,hashtag,"#Florida, #HurricaneHelene",https://x.com/MsBradsher/status/1840067177254093086,,,
No college football train today. Dealing with a lot of clean up with the aftermath of #HurricaneHelene on top of no internet or power.  Prayers for everyone in the Western part of NC and for anyone else this storm effected.  Have a good Saturday!,no college football train today dealing with a lot of clean up with the aftermath of hurricanehelene on top of no internet or power prayers for everyone in the western part of nc and for anyone else this storm effected have a good saturday,1,1840046587583569992,Tweet,⚡️ Ⓩ Ⓜ Ⓐ Ⓝ ⚡️,Z14Lowder,"9/28/2024, 8:11:07 AM",4,0,0,10,369,0,en,No,hashtag,#HurricaneHelene,https://x.com/Z14Lowder/status/1840046587583569992,,,
"Florida residents in need of information can contact Florida's State Assistance Information Line (SAIL) at 1-800-342-3557 for resources pertaining to Helene.

There are English, Spanish and Creole speakers available to answer questions. 

#Florida #HurricaneHelene 🌀",florida residents in need of information can contact floridas state assistance information line sail at 18003423557 for resources pertaining to helene there are english spanish and creole speakers available to answer questions florida hurricanehelene 🌀,0,1839790936567513182,Tweet,KRYSTAL 🐊 🇺🇸,MsBradsher,"9/27/2024, 3:15:15 PM",0,2,0,2,316,0,en,No,hashtag,"#Florida, #HurricaneHelene",https://x.com/MsBradsher/status/1839790936567513182,,,
"Power is still out. No gas nearby. Mexican restaurant is open so yum for dinner. Hope to get power soon, but they are saying it may be mid-week! Stay safe out there!! #HurricaneHelene #SouthCarolina",power is still out no gas nearby mexican restaurant is open so yum for dinner hope to get power soon but they are saying it may be midweek stay safe out there hurricanehelene southcarolina,1,1840135134869111173,Tweet,Roguey Pierogi AKA Shanie Jones 🖤🖤🖤,ShanieJones4,"9/28/2024, 2:02:58 PM",2,0,0,6,225,0,en,No,hashtag,"#HurricaneHelene, #SouthCarolina",https://x.com/ShanieJones4/status/1840135134869111173,,,
Becoming clear to me how difficult it is to get verifiable information from the Southeast USA. So much confusion in the reporting of the damage from #HurricaneHelene.,becoming clear to me how difficult it is to get verifiable information from the southeast usa so much confusion in the reporting of the damage from hurricanehelene,0,1839856448668381201,Tweet,Ben King 🌏,benking01,"9/27/2024, 7:35:34 PM",0,0,0,1,299,0,en,No,hashtag,#HurricaneHelene,https://x.com/benking01/status/1839856448668381201,,,
I am booked for a live interview this morning with @CTVNews at 11: 00 AM ET. #Wx #Flwx #HurricaneHelene,i am booked for a live interview this morning with ctvnews at 11 00 am et wx flwx hurricanehelene,0,1840004748449026112,Tweet,Omar González ⛈️,Storm_Chaser_O,"9/28/2024, 5:24:52 AM",0,0,0,11,526,0,en,No,hashtag,"#Wx, #Flwx, #HurricaneHelene",https://x.com/Storm_Chaser_O/status/1840004748449026112,,,
"Will Floridians suffering Devastation from #HurricaneHelene SEE Anywhere NEAR The $$ That’s Been sent to The Ukraine ? 

Shouldn’t we Take Care of American Citizens before &amp; better than the rest of the World?",will floridians suffering devastation from hurricanehelene see anywhere near the that’s been sent to the ukraine shouldn’t we take care of american citizens before amp better than the rest of the world,0,1840156993681530928,Tweet,🇺🇸The REAL Lady De’Plorable🇺🇸,LadyRedWave,"9/28/2024, 3:29:50 PM",1,2,0,4,365,0,en,No,hashtag,#HurricaneHelene,https://x.com/LadyRedWave/status/1840156993681530928,,,
"We’re backkkk! The power just came back on 🥹. Last night was brutal—it was hot as hell 🥵. Lesson learned, I definitely need to buy a generator! #HurricaneHelene",we’re backkkk the power just came back on 🥹 last night was brutal—it was hot as hell 🥵 lesson learned i definitely need to buy a generator hurricanehelene,1,1840041649579155547,Tweet,V-Linkup,v_visionaries,"9/28/2024, 7:51:30 AM",3,0,0,7,237,0,en,No,hashtag,#HurricaneHelene,https://x.com/v_visionaries/status/1840041649579155547,,,
NBC: 42 deaths #HurricaneHelene,nbc 42 deaths hurricanehelene,0,1839795321536209279,Tweet,Gareth O'Connor,garethoconnor,"9/27/2024, 3:32:41 PM",2,0,0,2,431,0,en,No,hashtag,#HurricaneHelene,https://x.com/garethoconnor/status/1839795321536209279,,,
"Praying for all of the surrounding counties and states suffering from loss, damages &amp; cleanup from #HurricaneHelene ! My heart breaks for the ones who lost everything, have damages &amp; those who lost loved ones. #SoutheastStrong #Georgia #Florida #Tennessee #SouthCarolina",praying for all of the surrounding counties and states suffering from loss damages amp cleanup from hurricanehelene my heart breaks for the ones who lost everything have damages amp those who lost loved ones southeaststrong georgia florida tennessee southcarolina,0,1840014492668961260,Tweet,Zara.Gosse '27,ZaraGosse,"9/28/2024, 6:03:35 AM",1,1,0,5,516,0,en,No,hashtag,"#HurricaneHelene, #SoutheastStrong, #Georgia, #Florida, #Tennessee, #SouthCarolina",https://x.com/ZaraGosse/status/1840014492668961260,,,
"A Warmer World is a Wetter World
#ClimateEmergency
#ClimateActionNow 
#HurricaneHelene",a warmer world is a wetter world climateemergency climateactionnow hurricanehelene,0,1839847664734617695,Tweet,Ben King 🌏,benking01,"9/27/2024, 7:00:40 PM",0,2,0,0,274,0,en,No,hashtag,"#ClimateEmergency, #ClimateActionNow, #HurricaneHelene",https://x.com/benking01/status/1839847664734617695,,,
Just passed a sign near Charlotte that basically said not to travel to Western North Carolina because the roads are inaccessible. Like the whole western part of the state #HurricaneHelene,just passed a sign near charlotte that basically said not to travel to western north carolina because the roads are inaccessible like the whole western part of the state hurricanehelene,0,1840174740339659132,Tweet,Tori Burns,tarheeltori,"9/28/2024, 4:40:21 PM",1,0,0,5,406,0,en,No,hashtag,#HurricaneHelene,https://x.com/tarheeltori/status/1840174740339659132,,,
"Does anyone have updates on the situation in Weaverville, NC? 

#HurricaneHelene #NorthCarolina #HurricaneHelene2024 #Asheville",does anyone have updates on the situation in weaverville nc hurricanehelene northcarolina hurricanehelene2024 asheville,0,1840120803477877172,Tweet,Katie King,KatieKingCST,"9/28/2024, 1:06:01 PM",1,7,0,11,3434,1,en,No,hashtag,"#HurricaneHelene, #NorthCarolina, #HurricaneHelene2024, #Asheville",https://x.com/KatieKingCST/status/1840120803477877172,,,
"my heart hurts for western NC dealing with the aftermath of #HurricaneHelene 🤍 praying for everyone affected, &amp; for those working hard to restore these broken communities.",my heart hurts for western nc dealing with the aftermath of hurricanehelene 🤍 praying for everyone affected amp for those working hard to restore these broken communities,0,1840028709983527259,Tweet,rachel,_raybabyyy,"9/28/2024, 7:00:05 AM",3,0,0,4,291,0,en,No,hashtag,#HurricaneHelene,https://x.com/_raybabyyy/status/1840028709983527259,,,
"Where's President Biden? 

#HurricaneHelene",wheres president biden hurricanehelene,0,1840015363456565558,Tweet,Fash,gopfashionista,"9/28/2024, 6:07:03 AM",1,2,0,3,184,0,en,No,hashtag,#HurricaneHelene,https://x.com/gopfashionista/status/1840015363456565558,,,
"Prayer for those effected by #HurricaneHelene 🇺🇸🙏🏻
I am still shocked that ive seen selfish fans of @ThisIsTNA have been complaining about ticket refunds at a time like this 😞
priorities people. Yes I am a huge tna fan but people's lives, safety and lively hoods come 1st",prayer for those effected by hurricanehelene 🇺🇸🙏🏻 i am still shocked that ive seen selfish fans of thisistna have been complaining about ticket refunds at a time like this 😞 priorities people yes i am a huge tna fan but peoples lives safety and lively hoods come 1st,0,1840161834940145743,Tweet,🐜 RAWKSTAR 🏴󠁧󠁢󠁷󠁬󠁳󠁿,RawkStar_Ant,"9/28/2024, 3:49:04 PM",3,5,0,26,1098,0,en,No,hashtag,#HurricaneHelene,https://x.com/RawkStar_Ant/status/1840161834940145743,,,
"Nature’s rage scourges
Ravaging homes, changing land
Devastating lives

©️Theresa Gaughan

Praying for everyone in Helene’s path. Thankful for all those who are helping in the aftermath. 
#HaikuSaturday #PoetryCommunity #HurricaneHelene",nature’s rage scourges ravaging homes changing land devastating lives ©️theresa gaughan praying for everyone in helene’s path thankful for all those who are helping in the aftermath haikusaturday poetrycommunity hurricanehelene,0,1840081235336376526,Tweet,theresa g,theresag8r,"9/28/2024, 10:28:48 AM",3,1,0,15,324,0,en,No,hashtag,"#HaikuSaturday, #PoetryCommunity, #HurricaneHelene",https://x.com/theresag8r/status/1840081235336376526,,,
"As the remnants of #HurricaneHelene move through our area, it's crucial to take steps for your safety. Some tips from @TVAnews: never approach downed power lines because, if energized, they can kill you. If you find one, move to a safe location, and call 911. Additionally, never",as the remnants of hurricanehelene move through our area its crucial to take steps for your safety some tips from tvanews never approach downed power lines because if energized they can kill you if you find one move to a safe location and call 911 additionally never,0,1839726575421665619,Tweet,Steve Cohen,RepCohen,"9/27/2024, 10:59:30 AM",0,5,0,15,1321,0,en,No,hashtag,#HurricaneHelene,https://x.com/RepCohen/status/1839726575421665619,,,
"Day 2 of having no power in Georgia because of #HurricaneHelene.. 

I haven’t ate a full meal in like two days, no power (ac, lights out, phone service going in and out, and not able to work because of not having Internet or cable)

Georgia Power has not been working at all",day 2 of having no power in georgia because of hurricanehelene i haven’t ate a full meal in like two days no power ac lights out phone service going in and out and not able to work because of not having internet or cable georgia power has not been working at all,1,1840016555041849663,Tweet,LANI 🎀,melanimarajj,"9/28/2024, 6:11:47 AM",1,0,0,4,696,0,en,No,hashtag,#HurricaneHelene,https://x.com/melanimarajj/status/1840016555041849663,,,
"Day 2 of no power. Cant get out. Maybe a day left of food. Two water bottles left. No stores are open, gas is hard to find. Supposed to be back to work Monday but who knows. #HurricaneHelene #Hurricane",day 2 of no power cant get out maybe a day left of food two water bottles left no stores are open gas is hard to find supposed to be back to work monday but who knows hurricanehelene hurricane,1,1840027216807182381,Tweet,ItaliaRyan26,StrykerBrig24,"9/28/2024, 6:54:09 AM",1,0,0,2,170,0,en,No,hashtag,"#HurricaneHelene, #Hurricane",https://x.com/StrykerBrig24/status/1840027216807182381,,,
"In the wake of #HurricaneHelene's destruction, SERVPRO franchises have quickly responded to support impacted southeastern communities. 

SERVPRO Disaster Recovery Teams have deployed hundreds of crews and restoration technicians, working tirelessly to aid families, businesses,",in the wake of hurricanehelenes destruction servpro franchises have quickly responded to support impacted southeastern communities servpro disaster recovery teams have deployed hundreds of crews and restoration technicians working tirelessly to aid families businesses,0,1840065419991748736,Tweet,SERVPRO,SERVPRO,"9/28/2024, 9:25:57 AM",0,0,0,0,217,0,en,No,hashtag,#HurricaneHelene,https://x.com/SERVPRO/status/1840065419991748736,,,
"shoutout to all the first responders, medical professionals, line workers, DOT, &amp; all the other folks who head into the storm when the public needs you. #HurricaneHelene",shoutout to all the first responders medical professionals line workers dot amp all the other folks who head into the storm when the public needs you hurricanehelene,0,1839780911686000900,Tweet,rachel,_raybabyyy,"9/27/2024, 2:35:25 PM",0,2,0,6,397,0,en,No,hashtag,#HurricaneHelene,https://x.com/_raybabyyy/status/1839780911686000900,,,
"After the devastating effects of #HurricaneHelene, why would anyone affected by the storm or future storms ever vote for Trump &amp; in turn, Project 2025 since the project clearly shows plans to CUT ASSISTANCE for Hurricane Victims?

#Asheville #WesternNC #ChimneyRock
#I40 #Flood",after the devastating effects of hurricanehelene why would anyone affected by the storm or future storms ever vote for trump amp in turn project 2025 since the project clearly shows plans to cut assistance for hurricane victims asheville westernnc chimneyrock i40 flood,0,1840029655321006085,Tweet,No Lies Trump is Evil. Period.,nolietees,"9/28/2024, 7:03:50 AM",11,7,1,19,1892,0,en,No,hashtag,"#HurricaneHelene, #Asheville, #WesternNC, #ChimneyRock, #I40, #Flood",https://x.com/nolietees/status/1840029655321006085,,,
"Trump referred to #HurricaneHelene as JUST 
 ""a little hurricane"" at his 
rally, Friday.

Does THIS off-handed statement make YOU 
as MAD as it does me?",trump referred to hurricanehelene as just a little hurricane at his rally friday does this offhanded statement make you as mad as it does me,0,1839864328725405931,Tweet,KIM F-M 🌊 🌻💙,InspiringU2,"9/27/2024, 8:06:53 PM",8,13,0,11,1929,1,en,No,hashtag,#HurricaneHelene,https://x.com/InspiringU2/status/1839864328725405931,,,
"#Kalifornien verbrennt, #Florida ersäuft. Klimakatastrophe geht weiter. 
#HurricaneHelene Viele Orte an der Westküste Floridas, von den Keys bis zum Panhandle sind schwer beschädigt. Verwüstungen in Georgia, Tennessee, den Carolinas. Ein einziger Bericht von tausenden: 
/2",kalifornien verbrennt florida ersäuft klimakatastrophe geht weiter hurricanehelene viele orte an der westküste floridas von den keys bis zum panhandle sind schwer beschädigt verwüstungen in georgia tennessee den carolinas ein einziger bericht von tausenden 2,0,1840088616606777631,Tweet,Jutta Ditfurth,jutta_ditfurth,"9/28/2024, 10:58:08 AM",15,22,0,70,3712,3,de,No,hashtag,"#Kalifornien, #Florida, #HurricaneHelene",https://x.com/jutta_ditfurth/status/1840088616606777631,,,
Heart goes out to #Augusta and its residents after #HurricaneHelene . Praying for your safety &amp; return to normalcy with power / supplies  back. Pictures are scary... Also hoping #AugustaNational is ok. Hope people are safe.🙏,heart goes out to augusta and its residents after hurricanehelene praying for your safety amp return to normalcy with power supplies back pictures are scary also hoping augustanational is ok hope people are safe🙏,0,1840018393459560696,Tweet,V Krishnaswamy,Swinging_Swamy,"9/28/2024, 6:19:05 AM",0,1,0,1,787,0,en,No,hashtag,"#Augusta, #HurricaneHelene, #AugustaNational",https://x.com/Swinging_Swamy/status/1840018393459560696,,,
Made it through the Hurricane okay. Lost power from about 11 pm Thursday to a little after 3 pm Friday. Our boat was still being worked on the coast so no idea what happened with it. Still too flooded for them to open. Such devesation along our coast. 😔🌀 #HurricaneHelene #FL,made it through the hurricane okay lost power from about 11 pm thursday to a little after 3 pm friday our boat was still being worked on the coast so no idea what happened with it still too flooded for them to open such devesation along our coast 😔🌀 hurricanehelene fl,1,1840104820977611064,Tweet,Amanda W.,FL_Amanda_,"9/28/2024, 12:02:31 PM",3,0,0,9,264,0,en,No,hashtag,"#HurricaneHelene, #FL",https://x.com/FL_Amanda_/status/1840104820977611064,,,
"Where is President Biden when it comes to #HurricaneHelene? Why hasn’t he done a flyover or visited some of the towns that have been completely decimated? If reporters and the Cajun Navy can report from these locations, then the President can visit and see the devastation for",where is president biden when it comes to hurricanehelene why hasn’t he done a flyover or visited some of the towns that have been completely decimated if reporters and the cajun navy can report from these locations then the president can visit and see the devastation for,0,1840039615069110392,Tweet,Fash,gopfashionista,"9/28/2024, 7:43:25 AM",0,2,0,0,207,0,en,No,hashtag,#HurricaneHelene,https://x.com/gopfashionista/status/1840039615069110392,,,
"Friendly Reminder: #HurricaneHelene is estimated to have done $15 billion in damages, we have sent Ukraine almost $400 billion for their bullshit money laundering scheme of a war.",friendly reminder hurricanehelene is estimated to have done 15 billion in damages we have sent ukraine almost 400 billion for their bullshit money laundering scheme of a war,0,1840148543798985073,Tweet,Andy o2r,O2Rsystems,"9/28/2024, 2:56:15 PM",13,14,3,40,802,0,en,No,hashtag,#HurricaneHelene,https://x.com/O2Rsystems/status/1840148543798985073,,,
